,text
268,MEU É A TINA FEY E A AMY POEHLER APRESENTANDO ESSE GOLDEN GLOBES. Agora vale a pena ver essas apresentações sem sentido!
269,"I'm told Jeremy Renner is presenting at the Golden Globes. Thus, I say goodbye to four hours of my life."
270,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
271,"RT @GloriaFallon123: If the teleprompter breaks, pray you're not presenting with Salma Hayek. #GoldenGlobes"
272,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
273,@RosarioDawson of @GWIAB and @HotelNoirFilm is stunning tonight presenting at @GoldenGlobes cc: @GabrielGornell @ColleenSeldin
274,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
275,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
276,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
277,Lol RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/V9rsJ6kL
278,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
279,"Michael Dana representa ""As Aventuras de PI"" para pegar o prêmio de Melhor Trilha Sonora Original #GoldenGlobes"
280,Jennifer Lopez &amp; Jason Statham presenting at the #goldenglobes #gg http://t.co/CCWAc5NP
281,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
282,Jennifer Garner es espectacular. Otra dimensión. Nadie se le acerca... #GoldenGlobes #yoanalizopresentadorasyactrices #nohevistolaspelis
283,Presentan a los nominados a Mejor Canción Original #GoldenGlobes
284,RT @CineplexMovies: Canada represented at the #GoldenGlobes with Toronto talent Mychael Danna winning Best Original Score for Life of Pi! ^AM
285,Ahora deben de estar presentando algo.. yo veo a Jennifer Lopez. Qué dicen? #GoldenGlobes
286,isso foi dia 1 de novembro e ja apresentaram essa categoria https://t.co/xb6zEClJ
287,Jennifer Lopez (vestidos polêmicos) e Jason Statham (ator de filmes de ação) apresentaram prêmio de melhor trilha musical. #GoldenGlobes
288,@JulieChen looked beautiful in Blue during Original Score presentation at #GoldenGlobes
289,"#Toronto already representing at #GoldenGlobes! Yeah, #Canada!!! Best Original Score!"
290,The irony of J. Lo presenting for Best Original Song...#GoldenGlobes #GlobeSmack
291,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
292,RT @justloverobsten: isso foi dia 1 de novembro e ja apresentaram essa categoria https://t.co/xb6zEClJ
293,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
294,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
295,RT @EvaLongoria: Thx! Tomorrow Golden Globes! RT @lainefxoxo: @EvaLongoria you looked amazing presenting with @paulwesley the other night ❤
296,Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #Parker http://t.co/lN8Em2jN &lt;3 I Love U &lt;3
297,Si tiene un hombre al lado pregúntele que premio estaban presentando. No le va a dar razón. #GoldenGlobes
298,"Faltaba la Lopez, claro, que se una a Salma, Dawson y Longoria como Latinas que presentan #GoldenGlobes"
299,RT @CIAspygirl: Tony Mendez presenting @GoldenGlobes showed the world that the #CIA doesn't teach employees how to use a microphone. #Argo
300,"RT @AliciaLove: While J-Lo is presenting Ben Affleck is saying ""Yeah, I hit that."" #GoldenGlobes"
301,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
302,RT @CIAspygirl: Tony Mendez presenting @GoldenGlobes showed the world that the #CIA doesn't teach employees how to use a microphone. #Argo
303,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
304,Camera just showed Ben Affleck then came Jlo as one of the presenters. Was that planned? #GoldenGlobes
305,RT @Milee_gonzalez: Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #Parker http://t.co/lN8Em2jN &lt;3 I Love U &lt;3
306,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
307,"RT @L_MarysEyebrows: Well, that was a Pamuk'd presentation for Best Drama????? Congrats to Homeland. ^^ #goldenglobes #downtonPBS"
308,#GoldenGlobes RDJ  é um dos apresentadores....♥ lindoo
309,RT @JLoGreece: Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #Parker http://t.co/IoJAory4
310,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
311,#Skyfall predictable but well-deserved. But between @taylorswift13 and @KeithUrban country music was well represented! #GoldenGlobes
312,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
313,RT @orangeoscar: Eva Longoria and Don Cheadle are presenting? Mel Gibson must be squirming in his seat right about now. #GoldenGlobes
314,@azizansari on Bob's Burgers and presenting at the Golden Globes on the same night! #entrepronigga
315,Jennifer Lopez &amp; Jason Statham Presenting at the Golden Globes! http://t.co/IJzjHhm4
316,RT @ParkerMovie: “@eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/KBxNsfhf” #Parker
317,RT @ParkerMovie: “@eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/KBxNsfhf” #Parker
318,RT @ParkerMovie: “@eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/KBxNsfhf” #Parker
319,Kanye West should have presented that best song award. #goldenglobes
320,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
321,RT @ParkerMovie: “@eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/KBxNsfhf” #Parker
322,Lo único que quiero es que Robert salga a presentar ya porque me tengo que ir! #GoldenGlobes
323,How sick is it that I didn't even notice Kate Hudson presenting earlier because she came out with Bradley Cooper. True story. #GoldenGlobes
324,"AAAAAA! Kiefer apresentando, always my crush, always &lt;3 #goldenglobes"
325,"Keifer ""Jack Bauer"" Sutherland e Jessica Alba para apresentar os indicados a Melhor Ator para Minissérie ou Telefilme. #GoldenGlobes"
326,"RT @GloriaFallon123: If the teleprompter breaks, pray you're not presenting with Salma Hayek. #GoldenGlobes"
327,"Sorry, but these presenters all suck. #GoldenGlobes"
328,"Jessica Alba is so irrelevant now, I can't believe she is still presenting the Golden Globes."
329,Wow these presenters sound sooooooo interested #goldenglobes
330,RT @ParkerMovie: “@eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/KBxNsfhf” #Parker
331,"Jessica Alba presenta este #GoldenGlobes James debe estar babeando la pantalla del televisor, ah que."
332,Why are the presenters so dull?  #GoldenGlobes
333,"Geez, Jessica Alba is more of a flatliner than her co-presenter. (THE 90s, AM I RIGHT GUYS?) #goldenglobes"
334,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
335,Can someone tell me why Jessica Alba is presenting? Did she actually make a movie this year?  #GoldenGlobes
336,"RT @VanityFair: The waiter who was supposed to deliver Quentin Tarantino's screwdriver wandered onstage, is presenting w/ Jessica Alba at the #GoldenGlobes."
337,"Seriously. ""@erspamer_matt: Whoever pairs the presenters is either clueless or toying with everyone. #goldenglobes"""
338,Four latina presenters so far! GOldenGlobes @nbc6 http://t.co/klwlnB3B
339,I wish Two Socks (the wolf from Dances With Wolves) would've presented Kevin Costner with his award. #goldenglobes
340,"RT @VanityFair: The waiter who was supposed to deliver Quentin Tarantino's screwdriver wandered onstage, is presenting w/ Jessica Alba at the #GoldenGlobes."
341,Casi me quedo dormida con la presentación de Jessica Alba #GoldenZancada #GoldenGlobes
342,Me aburren los #goldenglobes si los presentadores están leyendo con voz de tedio y mostrándole la cara a todos nominados! #aburrido
343,RT @KrisKling: Could the #GoldenGlobes presenters have just a little more energy? Please? #GoldenBert
344,RT @USATODAY: What are your thoughts on the #GoldenGlobes audio and presenters? #DailyChat
345,"RT @CarrieBlue: Cuando vaya a los #GoldenGlobes con mi marido el próximo año, va a tener que presentarme a Benedict... (?)"
346,RT @HaroldItz: #GoldenGlobes These presenter couples seem to have been put together by a drunk eHarmony
347,RT @JLoGreece: Jennifer Lopez @JLo &amp; Jason Statham Presenting at the #GoldenGlobes 2013! #Parker http://t.co/IoJAory4
348,"RT @jeremyironsnet: Hey #beautifulcreaturesmovie fans, Jeremy Irons is presenting @GoldenGlobes tonight! @GatlinCounty @RavenwoodManor @kamigarcia @mstohl"
349,Bill Clinton presenta premio en los #GoldenGlobes
350,#BillClinton se presenta en el escenario de los #GoldenGlobes ... toda una sorpresa! =)
351,Whoa... President Bill Clinton presenting at the #GoldenGlobes.
352,Random presenter alert. #clinton #GoldenGlobes
353,Bill Clinton presenting at the #goldenglobes is a bit random to me...
354,"RT @sangarciacine: #GoldenGlobes subió Bill!!!  Esos son presidentes impresentables, carajo!"
355,Why is Bill Clinton presenting at the #GoldenGlobes? And why did he just get a standing ovation?? Lolol
356,NO WAY. Bill Clinton presenting at #goldenglobes
357,Nomination for mini series and Mini cover mom @JessicaAlba presenting. Amazing! #goldenglobes
358,"Wow, I did not see Bill coming. Maybe he's presenting Best Animated Film? #GoldenGlobes"
359,Bill Clinton at the Golden Globes?! They couldn't find ANY other presenters??
360,Bill Clinton presents at the Golden Globes?? #random
361,Bill Clinton de presentador? WTF? #GoldenGlobes
362,Lula já pode apresentar o prêmio Multishow. #GoldenGlobes
363,Someone please tell me why Bill Clinton is presenting at the Golden Globes and why people are giving him a standing ovation. #irrelevant
364,My old lady's boss is presenting at the GOlden Globes.  No big deal.  #GoldenGlobes
365,Is Bill Clinton really presenting at the Golden Globes? Tell me this isnt a dream.
366,...why is Bill Clinton presenting at the  Golden Globes...? Randooomm
367,"Bill Clinton recibe ovación en los #GoldenGlobes. Presenta ""Lincoln"""
368,Why is Bill Clinton a presenter right now? #goldenglobes
369,"Bill Clinton presenting Lincoln, Amy and Tina hosting, this is the best golden globes ever!"
370,"@brittanyoman Especially missing you right now. Watching Golden Globes, Bill Clinton is presenting and just got a standing ovation 😘"
371,I LOVE that Clinton is presenting at the Golden Globes and gets a standing ovation! #GoldenGlobes
372,Entonces Bill Clinton apareció para presentar los Golden Globes...
373,Bill Clinton is at the Golden Globes right now presenting an award...and scanning the crowd for a blue dress to aim on...
374,"WOW, Bill Clinton is presenting at the #goldenglobes He just keeps on getting cooler :)"
375,"a los Golden Globes te van todos! hasta Bill Clinton para presentar ""Lincoln"""
376,"RT @jeremyironsnet: Hey #beautifulcreaturesmovie fans, Jeremy Irons is presenting @GoldenGlobes tonight! @GatlinCounty @RavenwoodManor @kamigarcia @mstohl"
377,What?? Bill Clinton presenting at golden globes? How awesome is that? :)
378,RT @MayelinRod: Presentan a Kevin Costner y de inmediato pienso en Dancing with wolves #GoldenGlobes
379,Mejor que estrella de Hollywood: Bill Clinton presentando Lincoln #GoldenGlobes
380,Sera que Chavez se presenta en un Miss Venezuela y lo aplauden asi? Wait! El tipo esta muerto! #GoldenGlobes
381,"Brilliant ""casting"" with Clinton presenting Lincoln #GoldenGlobes"
382,Bill Clinton is presenting at #GoldenGlobes....nothing better to do?! &amp; he got a standing ovation o_O #OnlyInAmerica
383,Bill Clinton is presenting an award at the #GoldenGlobes LOL Wut
384,"Bill Clinton hace una aparición para presentar ""Lincoln"", una de las contendientes por el premio a Mejor Pelicula #GoldenGlobes"
385,Bill Clinton is presenting at the #GoldenGlobes?! Not random at all.
386,Wowwww Bill Clinton haciendo aparición como presentador de uno de los premios. #GoldenGlobes
387,only presidents as presenters from now own #GoldenGlobes
388,Igualito sería el recibimiento si nuestro presidente ausente se presentara en una entrega de premios... #GoldenGlobes
389,"""What's he doing?"" - @hporterxo on why the fuck Bill Clinton is presenting on the #GoldenGlobes 😂"
390,Qué sorpresa! Bill Clinton presentando Linconl. #GoldenGlobes
391,"Bill Clinton, ovacionaaaado, apresenta ""Lincoln"". #GoldenGlobes"
392,"#clinton at the #goldenglobes presenting #lincoln, pure awesomeness!!!"
393,#BillClinton just shut the #GoldenGlobes down!! Love that he's presenting on #Lincoln.
394,Omg Bill Clinton is presenting?? #goldenglobes
395,@kmstahl Bill Clinton is presenting at the Golden Globes and you're missing it. #JKimDVRing #loveya
396,But whyyyyyyy is Bill Clinton presenting at the golden globes?!
397,Why the fuck is Bill Clinton presenting? #GoldenGlobes #idontcareifthemovieisLincoln
398,"#GoldenGlobes, my hat is off for this presenter. (And thank you Lena Dunham for the honest reaction!)"
399,"Oh, look what they did there. President Bill presenting #Lincoln. You're cute, #GoldenGlobes."
400,RT @Cinemathon: Mejor que estrella de Hollywood: Bill Clinton presentando Lincoln #GoldenGlobes
401,"Bill Clinton presentando Lincoln en los #GlobosdeOro #GoldenGlobes... esto suena a victoria cantada, ¿no?"
402,No #GoldenGlobes would be complete without a subtle House of Representatives dig
